nomor_dokumen,tanggal_penetapan,link_dokumen,tanggal_pengajuan,tentang,nama_mitra
6012/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/17Y7MNiMu3qciRSgXuBR6p1IrvNvujE7Q/view?usp=sharing,11-07-2024,,PT. ARISTA JAYA LESTARI (WULING MOTORS)
6012/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/17Y7MNiMu3qciRSgXuBR6p1IrvNvujE7Q/view?usp=sharing,11-07-2024,,SMK NEGERI 2 PONTIANAK
6013/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/198eAhrumupcnYA6BzsKuQNHNqZriSvDx/view?usp=sharing,11-07-2024,,PT. ARISTA JAYA LESTARI (WULING MOTORS)
6013/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/198eAhrumupcnYA6BzsKuQNHNqZriSvDx/view?usp=sharing,11-07-2024,,SMK NEGERI 4 PONTIANAK
6014/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/16aoWY04TlCZ4KztC115LpDBbx_gw5Ywo/view?usp=sharing,11-07-2024,,PT. TIGA DARE BORNEO
6014/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/16aoWY04TlCZ4KztC115LpDBbx_gw5Ywo/view?usp=sharing,11-07-2024,,SMK NEGERI 1 SUNGAI RAYA
6015/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/18wBBIxDQthPdNyOyqP25dpVj6fgk1HdU/view?usp=sharing,11-07-2024,,DPD ASOSIASI MASYARAKAT SADAR WISATA KALIMANTAN BARAT
6015/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/18wBBIxDQthPdNyOyqP25dpVj6fgk1HdU/view?usp=sharing,11-07-2024,,SMK NEGERI 5 PONTIANAK
6016/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/16WjGl5XO7so1Eym-EiRup4hhhwPNmy8j/view?usp=sharing,11-07-2024,,PT. DEKA CAHAYA GEMILANG
6016/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/16WjGl5XO7so1Eym-EiRup4hhhwPNmy8j/view?usp=sharing,11-07-2024,,SMK NEGERI 4 PONTIANAK
6017/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/18ypfMUYpgNPQtQuS94pQ8vnulf25L5es/view?usp=sharing,11-07-2024,,KAMPUNG WISATA TENUN KHATULISTIWA
6017/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/18ypfMUYpgNPQtQuS94pQ8vnulf25L5es/view?usp=sharing,11-07-2024,,SMK NEGERI 6 PONTIANAK
6018/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/18zrWY5MvcStsHF2xCFTYUgFeMTGZHT8P/view?usp=sharing,11-07-2024,,PT. QIOSPRINT DAYA GRAFIKA
6018/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/18zrWY5MvcStsHF2xCFTYUgFeMTGZHT8P/view?usp=sharing,11-07-2024,,SMK NEGERI 1 MEMPAWAH HILIR
6019/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/16bs6fm4DDP2A1vKy-O5Q1rNE9fVX0Au7/view?usp=sharing,11-07-2024,,PT. PATIWARE
6020/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/16p3U3gOvgsLMHnKCADkO2_B5PTqe3kAU/view?usp=sharing,11-07-2024,,PT. FAMOES PRATAMA
435/PL16/KS.BIV/2021,12-07-2021,https://drive.google.com/file/d/1_-PNAibaPx08OqIUF0KQPz4i-80FSR_t/view?usp=drive_link,12-07-2021,Pinjam Pakai Berupa Tanah dan Sebagian Bangunan Milik Pemerintah Kabupaten Sukamara kepada Politeknik Negeri Pontianak,PEMERINTAH KABUPATEN SUKAMARA
017/PL16/KS.BIV/2022,21-04-2022,https://drive.google.com/file/d/1SjwhEmdSOVCJKzN101GbPXgd8a5hhDun/view?usp=drive_link,21-04-2022,"Pendidikan dan Pengajaran, Penelitian serta Pengabdian kepada Masyarakat dalam Bidang Kekayaan Intelektual",KANTOR WILAYAH KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA KALIMANTAN BARAT
120/PL16/KS.BIV/2022,25-02-2022,https://drive.google.com/file/d/1UdwgX1YmMGd3tJGsPYG1uWq7ZVDgGAH9/view?usp=sharing,25-02-2022,Riset Keilmuan Terapan dalam Negeri,PEMERINTAH DESA PULAU LEMUKUTAN
360/PL16/KS.BIV/2022,16-06-2022,https://drive.google.com/file/d/1SkcprOOju13hsMkQ1ERR_kBR03b6aXHY/view?usp=sharing,16-06-2022,,PT SUCOFINDO (PERSERO)
,14-09-2023,https://drive.google.com/file/d/1UPk0YmiPEQX-X3p_w4gbhzHcSh8HslGH/view?usp=sharing,14-09-2023,Addendum Pendampingan Pembangunan Terminal Barang Internasional Aruk Tahan V,BALAI PENGELOLA TRANSPORTASI DARAT (BPTD) WILAYAH XIV PROVINSI KALIMANTAN BARAT
,16-10-2023,https://drive.google.com/file/d/1UOLRm6M_W-vYyKS-UPL4zrLe3y_oeFCa/view?usp=sharing,16-10-2023,Perekayasaan Halte Sungai Indra Laya Kecamatan Sandai,DINAS PERHUBUNGAN KABUPATEN KETAPANG
,16-10-2023,https://drive.google.com/file/d/1UObPY4QPQvp33BYCKt6aer5ap4K-d3gn/view?usp=sharing,16-10-2023,Pengkajian Halte Sungai Kabupaten Ketapang,DINAS PERHUBUNGAN KABUPATEN KETAPANG
,13-12-2023,https://drive.google.com/file/d/1T2hzRHXN58ZrYDu4dQEP_CYEzlBi1ceD/view?usp=sharing,13-12-2023,,"CHENG SHIU UNIVERSITY (CSU), TAIWAN"
,13-12-2023,https://drive.google.com/file/d/1T2hzRHXN58ZrYDu4dQEP_CYEzlBi1ceD/view?usp=sharing,13-12-2023,,HSING WU UNIVERSITY
,13-12-2023,https://drive.google.com/file/d/1T2hzRHXN58ZrYDu4dQEP_CYEzlBi1ceD/view?usp=sharing,13-12-2023,,CHAOYANG UNIVERSITY OF TECHNOLOGY
,27-10-2023,https://drive.google.com/file/d/1V5PCcZquwo48Hh5nUp0vbQYj5jFc42KU/view?usp=sharing,27-10-2023,,KAMK UNIVERSITY
,12-07-2023,https://drive.google.com/file/d/1TT4UfXrxAm8PSLFkqiKUKopGX7Zor5n_/view?usp=sharing,12-07-2023,,POLITEKNIK MUKAH SARAWAK (PMU)
,12-01-2023,https://drive.google.com/file/d/1ShVu6v-Cl_Gn8PlyEypPVRFUxzrlvZgp/view?usp=sharing,12-01-2023,PERJANJIAN KERJA SAMA ANTAR PERGURUAN TINGGI,UNIVERSITE DE LILLE
002/PL16/KS.BIV/2023,02-01-2023,https://drive.google.com/file/d/1pNXR8Y6Ku9e8C1VZnK-ooOfKpkmypolp/view?usp=sharing,02-01-2023,Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN WAHYU
051/PL16/KS.BIV/2023,24-01-2023,https://drive.google.com/file/d/1UiMdmWrDryrd421iJAOrtxPN-4Mo-juV/view?usp=sharing,24-01-2023,"Pelatihan, Penelitian, dan Penerapan Hasil Riset Matching Fund",YAYASAN HUNIAN RAKYAT CARITRA YOGYA
420/PL16/KS.BIV/2023,09-08-2023,https://drive.google.com/file/d/1UUSC90u1jNf7MiRNfUdRe1HNPxMaw9oL/view?usp=sharing,09-08-2023,Adendum Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN EMAK
421/PL16/KS.BIV/2023,09-08-2023,https://drive.google.com/file/d/1UUBoKFce-XN1C8cSR2ImTsIW1bJaqqe8/view?usp=sharing,09-08-2023,Adendum Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN ICHA
423/PL16/KS.BIV/2023,09-08-2023,https://drive.google.com/file/d/1UW2p8DjSn1mwxbNLCwMX4YrcXcQ5IR8R/view?usp=sharing,09-08-2023,Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN HAJAR
425/PL16/KS.BIV/2023,09-08-2023,https://drive.google.com/file/d/1UWiprmiOzMhWTpteVrTn6VW47zhzhvhb/view?usp=sharing,09-08-2023,Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN LUKAS WIBOWO SASONGKO
424/PL16/KS.BIV/2023,09-08-2023,https://drive.google.com/file/d/1UVkyth4DhAVMBwVx-SvStkin7Xz3YDy4/view?usp=drive_link,09-08-2023,Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN HAJAR
565/PL16/KS.BIV/2023,17-10-2023,https://drive.google.com/file/d/1X32udTwf2OHx4M8_OkKZBpPJ9zFrcqE-/view?usp=sharing,17-10-2023,Pelaksanaan Pengujian Mutu Bahan dan Dukungan Petunjuk Teknis Pekerjaan Konstruksi yang Dilaksanakan oleh Dinas Pekerjaan Umum dan Penataan Ruang Provinsi Kalimantan Barat,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA PONTIANAK
580/PL16/KS.BIV/2023,24-10-2023,https://drive.google.com/file/d/1TsfXoPjbgec2V8OHgFbP0dnyd67FMC7O/view?usp=sharing,24-10-2023,,PT. MITRA ALAM SARANA SEJAHTERA (MASSLAND)
5304/PL16/KS/2023,18-08-2023,https://drive.google.com/file/d/1m1njbx8yWPkaAZp701HYHyk33Ig9V3oM/view?usp=sharing,18-08-2023,Pelaksanaan Program Penguatan Ekosistem Kemitraan untuk Pengembangan Inovasi Berbasis Potensi Daerah Tahun Anggaran 2023,DIREKTORAT JENDERAL PENDIDIKAN VOKASI
,01-07-2024,https://drive.google.com/file/d/1mNLPzx8wPz5URA7nf2p5eNKZckY_HRim/view?usp=sharing,01-07-2024,Paket Pekerjaan Kajian Sinkronisasi Program Pemanfaatan Ruang (SPPR) Kota Pontianak 1 Tahunan,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA PONTIANAK
,14-08-2023,https://drive.google.com/file/d/1mOiAjTH3UTfsDVdZ_28Qtq0cmka2KyjR/view?usp=sharing,14-08-2023,Paket Pekerjaan Sinkronisasi Program Pemanfaatan Ruang (SPPR) Kota Pontianak Jangka Menengah 5 (lima) Tahunan,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA PONTIANAK
,26-06-2021,https://drive.google.com/file/d/1m4y1Rri1cwEbvtIqp1LuI-cu4eT64EH3/view?usp=sharing,26-06-2021,Citizens Participation in Resource Governance and Sustainaneble Transition,NORWEGIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY
,26-06-2021,https://drive.google.com/file/d/1m4y1Rri1cwEbvtIqp1LuI-cu4eT64EH3/view?usp=sharing,26-06-2021,Citizens Participation in Resource Governance and Sustainaneble Transition,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK UNIVERSITAS GADJAH MADA
,26-06-2021,https://drive.google.com/file/d/1m4y1Rri1cwEbvtIqp1LuI-cu4eT64EH3/view?usp=sharing,26-06-2021,Citizens Participation in Resource Governance and Sustainaneble Transition,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK UNIVERSITAS NUSA CENDANA
,26-06-2021,https://drive.google.com/file/d/1m4y1Rri1cwEbvtIqp1LuI-cu4eT64EH3/view?usp=sharing,26-06-2021,Citizens Participation in Resource Governance and Sustainaneble Transition,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK UNIVERSITAS BANGKA BELITUNG
3130/PL16/DT.06.01/2024,16-04-2024,https://drive.google.com/file/d/1mH7oxI4qQiMJgXOswuRJf_aqBtSUKgW3/view?usp=sharing,16-04-2024,Pengabdian kepada Masyarakat,YAYASAN MENEBAR CAHAYA ILMU
6986/PL16/KS/2024,29-07-2024,https://drive.google.com/file/d/1m7oNX6-3L8q_3UcoEUQN8KCXKqmxMqMF/view?usp=sharing,29-07-2024,"Swakelola Tipe II pada Paket Pekerjaan Belanja Jasa Konsultasi Berorientasi Layanan, Jasa Studi Penelitian dan Bantuan Teknik, Penyusunan Portofolio Investasi Hijau di Kabupaten Sanggau",BADAN PERENCANAAN PEMBANGUNAN DAERAH (BAPPEDA) KABUPATEN SANGGAU
7005/PL16/DT.06.00/2024,29-07-2024,https://drive.google.com/file/d/1mFrpLcUTZ6OnlEdmfdqF_1lb-3do0ON1/view?usp=sharing,29-07-2024,Pengabdian kepada Masyarakat Internasional,MASJID DARUL IKHLAS KAMPUNG SINDANG
7006/PL16/DT.06.00/2024,29-07-2024,https://drive.google.com/file/d/1mB90FZafGquQGDJIQlmsJ0DuzG4-OpMG/view?usp=sharing,29-07-2024,Pengabdian kepada Masyarakat Internasional,MASJID DARUL IKHLAS KAMPUNG SINDANG
8280/PL16/KS/2024,05-08-2024,https://drive.google.com/file/d/1mPK4xO2wOYjUvb7MGACPkyBsMZscYvpw/view?usp=sharing,05-08-2024,Kerja Sama Kegiatan Pengabdian kepada Masyarakat melalui Pelatihan Pembuatan Tepung Tebu Telur menjadi Aneka Olahan Pangan,KELURAHAN BUNUT
8836/PL16/KS/2024,16-08-2024,https://drive.google.com/file/d/1mMvdP1H0myGK4YFdsdb6lHo8NDhVyuZN/view?usp=sharing,16-08-2024,Implementasi Tugas Akhir di Jurusan Akuntansi Politeknik Negeri Pontianak,CV. ANUGERAH PUTRA BIMASKA
10381/PL16/KS.00.00/2024,18-09-2024,https://drive.google.com/file/d/1mL26q-1e2gFTNDvRkEBBWsg6jr8a2Al5/view?usp=sharing,18-09-2024,Kegiatan Pengabdian kepada Masyarakat,SMA NEGERI 2 PONTIANAK
2590/PL16/KS/2024,18-03-2024,https://drive.google.com/file/d/1mRcl6iTWx-IDoHOaZ08q4rjdJmMGNX7y/view?usp=sharing,18-03-2024,,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA (RRI) PONTIANAK
662/PL16/KS.BIV/2023,27-11-2023,https://drive.google.com/file/d/1mY4nrKfP4Mbt1pZVR09iH588f7qK7f2_/view?usp=sharing,27-11-2023,Implementasi Kurikulum Project Based Learning dan Teaching Factory,PT. QAPUAS MEDIA TECHNOLOGIES
2264/PL16/KS/2024,07-03-2024,https://drive.google.com/file/d/1mYABUF40K--EY4RPBzL3iWr27qznSwC_/view?usp=sharing,07-03-2024,Kesediaan Dunia Usaha Dunia Industri untuk Menerima Siswa Praktik Kerja Lapangan (Prakerin),PT. YOGYA PRESISI TEHNIKATAMA INDUSTRI
3340/PL16/KS/2024,23-04-2024,https://drive.google.com/file/d/1mTqhALXGTkK547P5155gnMZY1frrQDEH/view?usp=sharing,23-04-2024,Pelaksanaan Seminar Daring/Online (Webinar),PROGDI S1 BISNIS FAKULTAS STUDI AKADEMIK UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER (STEKOM)
3356/PL16/KS/2024,24-04-2024,https://drive.google.com/file/d/1mVmM_fg2aeyKvyDVQ9OBaNLinUQdYjUl/view?usp=sharing,24-04-2024,Penyelenggaraan Program Beasiswa Talenta Digital (Digital Talent Scholarship),BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN INFORMATIKA
4295/PL16/KS/2024,25-05-2024,https://drive.google.com/file/d/1mWHjHQS4hijRMOlo6cpAvJuiF6_O3wNA/view?usp=sharing,25-05-2024,Pelaksanaan Seminar Daring/Online (Webinar),PROGDI S1 BISNIS FAKULTAS STUDI AKADEMIK UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER (STEKOM)
6022/PL16/KS/2024,11-07-2024,https://drive.google.com/file/d/1mWvwidQKN9fbOX88wptXcFMC4BazX8LN/view?usp=sharing,11-07-2024,Pelatihan Penerapan Artificial Intelegent dalam Media Pembelajaran untuk Guru SMKN 1 Selakau Timur,SMK NEGERI 1 SELAKAU TIMUR
001/PL16/KS.BIV/2020,09-01-2020,https://drive.google.com/file/d/1m_R_6iaprZFrD05jkkli-zB4_QI3J8-C/view?usp=sharing,09-01-2020,,PT ARAH TEKNOLOGI INDONESIA
9272/PL16/KS.00.00/2024,29-08-2024,https://drive.google.com/file/d/1mcS_ngyyErJ_gDjANlN-iZbmXjbLFGxS/view?usp=sharing,29-08-2024,Kerja Sama Assesmen BKD,POLITEKNIK AISYIYAH PONTIANAK
2348/PL16/KS/2024,08-03-2024,https://drive.google.com/file/d/1mcKjH0GR482h5eQhUuptP8BVjKGFZlGM/view?usp=sharing,08-03-2024,Greeting Ramadhan 1445 H,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA (RRI) PONTIANAK
2115/PL16/KS/2024,14-03-2024,https://drive.google.com/file/d/1mcvAfc-vdt1bX6WHjelVi_nri8xJtwjq/view?usp=sharing,14-03-2024,Sewa Perangkat Sevima Platform,PT. SENTRA VIDYA UTAMA
,01-07-2024,https://drive.google.com/file/d/19P1EpOqVBdsXcxaxxzkbTuGg_YreBnn2/view?usp=sharing,01-07-2024,Swakelola Tipe II pada Kajian Sinkronisasi Program Pemanfaatan Ruang (SPPR) Kota Pontianak 1 (satu) Tahunan,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA PONTIANAK
0826/PL16/KS/2024,18-01-2024,https://drive.google.com/file/d/1ESizFyz6Y_XiBHpWlHc025WbnzEV-sgk/view?usp=sharing,18-01-2024,Bantuan Pendanaan Program Dana Padanan (Matching Fund) dan Hilirisasi Produk Penelitian Terapan Tahun 2024,DIREKTORAT AKADEMIK PENDIDIKAN TINGGI VOKASI
005/PL16/KS/2024,02-01-2024,https://drive.google.com/file/d/1KyS3YmnoilvkHGy6JzoC9AxsleuoLMhq/view?usp=sharing,02-01-2024,Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN ICHA
5908/PL16/KS.00.00/2024,09-07-2024,https://drive.google.com/file/d/17n52FSDK89JLWYUPtB4j7GOWxJ40AsvL/view?usp=sharing,09-07-2024,Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN HAJAR
5909/PL16/KS.00.00/2024,09-07-2024,https://drive.google.com/file/d/1kryyPRLaJrdYPEmotmDWCGJhzpOgNvIQ/view?usp=sharing,09-07-2024,Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN HAJAR
10908/PL16/KS/2024,29-12-2023,https://drive.google.com/file/d/1umd1OwUvtEE3wti74ocZHt73kYbVOyYR/view?usp=sharing,29-12-2023,Perjanjian Sewa Menyewa Barang Milik Negara dalam Lingkungan Politeknik Negeri Pontianak untuk Bangunan Kantin,KANTIN KUSTANTI
5537/PL16/KS.00.00/2024,01-07-2024,https://drive.google.com/file/d/1fxCZ3oZ75ighP8745YdFKw6PI-7AF3SN/view?usp=sharing,01-07-2024,Pelaksanaan Bimtek VSGA Online,BADAN PENELITIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA KEMENTERIAN KOMUNIKASI DAN INFORMATIKA
10907/PL16/KS.00.00/2023,29-12-2023,https://drive.google.com/file/d/13BWQppcybj7wvf6PKijiIKLT-Fl9MoNZ/view?usp=sharing,29-12-2023,Izin Sewa Tanah dan/atau Bangunan Milik Politeknik Negeri Pontianak,PT. BANK RAKYAT INDONESIA (PERSERO) TBK
5400/PL16/KS.00.00/2024,28-06-2024,https://drive.google.com/file/d/13Cnmd2x6VefsBhCcxCe-co7tFF5hspC6/view?usp=drive_link,28-06-2024,Izin Sewa Tanah dan/atau Bangunan Milik Politeknik Negeri Pontianak,PT. BANK RAKYAT INDONESIA (PERSERO) TBK
12888/PL16/KS.00.00/2024,29-10-2024,https://drive.google.com/file/d/13DxZi1Ht9vDsENMs1CmgsBOQw8YP2URQ/view?usp=sharing,29-10-2024,Izin Sewa Tanah dan/atau Bangunan Milik Politeknik Negeri Pontianak,PT. BANK RAKYAT INDONESIA (PERSERO) TBK
,27-02-2024,https://drive.google.com/file/d/16aoxf06tQA_3xsC1nTHXgN4ppLqU0Rmt/view?usp=sharing,27-02-2024,,UNIVERSITI MALAYSIA SARAWAK (UNIMAS)
0382/PL16/KS.11/2025,15-01-2025,https://drive.google.com/file/d/1CMhbRSizqFc5vuwdSjCgCjKpcxPtJ5UZ/view?usp=sharing,15-01-2025,Organizing The INTACT Base Taiwan Indonesia Seminar,INTERNATIONAL TALENT CIRCULATION BASE (TAIWAN-INDONESIA)
5326/PL16/KS/2024,26-06-2024,https://drive.google.com/file/d/1ADU8ADuNkhPrhkj2R1mX69pC1fu1nFQq/view?usp=sharing,26-06-2024,Pelaksanaan Program Pengabdian pada Masyarakat Penerapan Teknologi SOAP BASE Ramah Lingkungan pada Penciptaan Sabun Padat Ekstrak Kulit Jahe untuk Mewujudkan Masyarakat Sehat dengan Penyediaan Media Pembersih Mandiri,KELOMPOK KARANG TARUNA BANGKIT
5338/PL16/KS/2024,26-06-2024,https://drive.google.com/file/d/1A_cmMrrPmSU_xgEbCC7uITt_YTyYSWgZ/view?usp=sharing,26-06-2024,Pelatihan Penguatan Kemandirian Pangan dalam Mendukung Konsumsi Pangan Sehat untuk Masyarakat Desa Sungai Rasau melalui Optimalisasi Olahan Buah Naga menjadi Mi Basah,KELOMPOK PKK DESA SUNGAI RASAU
5339/PL16/KS/2024,26-06-2024,https://drive.google.com/file/d/1O53Oh_aPs8VHUqI9juHi5Cb5rqXDYLKd/view?usp=sharing,26-06-2024,Pelaksanaan Program Pengabdian pada Masyarakat Pendampingan Kewirausahaan Masyarakat dengan Cara Diversifikasi Produk Olahan Hortikultura di Kelurahan Roban Kecamatan Singkawang Tengah Kota Singkawang,KELURAHAN ROBAN
5719/PL16/KS/2024,26-06-2024,https://drive.google.com/file/d/19BIy0jw5xgJtIoldhmUbPHb-BjU7pIPT/view?usp=sharing,26-06-2024,Pembinaan dan Pengembangan Bidang Perikanan,DINAS PERIKANAN KABUPATEN SUKAMARA
5751/PL16/KS/2024,05-07-2024,https://drive.google.com/file/d/17fH8u9lhkIvEAHqT1VgVs1j7GukXXPU7/view?usp=sharing,05-07-2024,Pembuatan dan Pemasangan Jam Waktu Sholat di Surau Kompleks Pondok Pesantren Al Husna Jl. Hidayah Kelurahan Siantan Hulu,LEMBAGA PENDIDIKAN ISLAM AL HUSNA PONTIANAK
5834/Pl16/KS/2024,12-07-2024,https://drive.google.com/file/d/1N0VYZZ8CRjUDZHLF-5IYv2zkg8__TXU2/view?usp=sharing,12-07-2024,Pengabdian Kepada Masyarakat,PEMERINTAH DESA TEMAJUK
5835/PL16/KS/2024,12-07-2024,https://drive.google.com/file/d/197WAu4hvdwqF33JLyVyRqavJbF9qW9g-/view?usp=sharing,12-07-2024,Peningkatan Kualitas Layanan Administrasi bagi Pengusaha Homestay Lokal di Desa Wisata Temajuk Kabupaten Sambas,PEMERINTAH DESA TEMAJUK
5837/PL16/KS/2024,12-07-2024,https://drive.google.com/file/d/19RM2AxMAQvn1cMZIeMBJEVWgB1x0EFTo/view?usp=sharing,12-07-2024,Governansi Digital Usaha Penginapan Desa Temajuk melalui Utilisasi Aplikasi Berbasis Mobile,HOME STAY ABAH HOUSE
5962/PL16/KS/2024,19-07-2024,https://drive.google.com/file/d/19QVNMDTv9vG8BHQbk9-oQTrKM2TYvxjc/view?usp=sharing,19-07-2024,"Pelaksanaan Pengabdian Kepada Masyarakat dengan judul ""Pemanfaatan Digital Marketing bagi Greenpreneur di Desa Punggur Besar Kabupaten Kubu Raya""",PEMERINTAH DESA PUNGGUR BESAR
6001/PL16/KS/2024,10-07-2024,https://drive.google.com/file/d/1O6Y60HEyauNAXwKDWNATL9Xb49fwll7V/view?usp=sharing,10-07-2024,Pelaksanaan Program Pengabdian pada Masyarakat Penerapan IPTEK Pemanfaatan Tepung Ampas Kelapa Parut menjadi berbagai Produk Olahan Pangan,PEMERINTAH DESA JERUJUR BESAR
6389/PL16/KS/2024,18-07-2024,https://drive.google.com/file/d/1N3RJTiqCRadpRhbxWmqKm4jJRk5WNkIn/view?usp=sharing,18-07-2024,Pengabdian kepada Masyarakat,PEMERINTAH DESA SUNGAI DERAS
6669/PL16/KS.00/2024,26-07-2024,https://drive.google.com/file/d/1A_wKRigKz25zYQH4BsvQdvmTcMhKvpYy/view?usp=sharing,26-07-2024,Pelaksanaan Pengabdian kepada Masyarakat (PKM),POLITEKNIK AISYIYAH PONTIANAK
6902/PL16/KS/2024,29-07-2024,https://drive.google.com/file/d/19XtCvIMD6f5b-Ywm0C_KsnymZETVsapO/view?usp=sharing,29-07-2024,Pengabdian kepada Masyarakat Survey dan Checklist Kesiapan Pasar Ber-SNI,"DINAS KOPERASI, USAHA MIKRO DAN PERDAGANGAN KOTA PONTIANAK"
7004/PL16/KS/2024,29-07-2024,https://drive.google.com/file/d/19cxz2guDr0GiVHzO4cAnl2NymfmGwPUZ/view?usp=sharing,29-07-2024,Dukungan Pengembangan dan Kerja Sama Kegiatan Pengabdian pada Masyarakat serta Penyedia Tenaga Ahli Desa Binaan,PEMERINTAH DESA JARAS II
8218/PL16/KS/2024,02-08-2024,https://drive.google.com/file/d/18dYipM7z5audILcMYi4iP9SbOVOLFViC/view?usp=sharing,02-08-2024,Pelaksanaan Tridharma Perguruan Tinggi Pengabdian pada Masyarakat pada Perusahaan Umum Daerah Aneka Usaha Provinsi Kalimantan Barat,PERUSDA ANEKA USAHA PROVINSI KALIMANTAN BARAT
8251/PL16/KS/2024,01-08-2024,https://drive.google.com/file/d/1AgDZp6hZ8d5kJPzxMShJGl0S7HxHQfax/view?usp=sharing,01-08-2024,Kegiatan Pengabdian kepada Masyarakat,LEMBAGA FOTOGRAFI SEKALI SETAHUN
8279/PL16/KS/2024,05-08-2024,https://drive.google.com/file/d/17SIa8VVAQI5Wpm5-Tu-YPusbx0_VGTxK/view?usp=sharing,05-08-2024,Kerja Sama Kegiatan Pengabdian pada masyarakat melalui Pelatihan Digital Marketing dalam Upaya Meningkatkan Pemasaran Produk UMKM Masyarakat di Kabupaten Sanggau,RUMAH BUMN SANGGAU
8308/PL16/KS/2024,05-08-2024,https://drive.google.com/file/d/18vn-J_KM_nIdS3yVu7wpdmJwqmYwxUgH/view?usp=sharing,05-08-2024,Pelaksanaan Pengabdian pada Masyarakat,PONDOK PESANTREN MIFTAHUL ULUM KUMPAI
8309/PL16/KS/2024,05-08-2024,https://drive.google.com/file/d/17mI0WHgDl6rXqqZUcMrpuHhldvrgbnOG/view?usp=sharing,05-08-2024,Pelaksanaan Pengabdian pada Masyarakat,SMK PANCASILA KUMPAI AMBANGAH
8360/PL16/KS/2024,06-07-2024,https://drive.google.com/file/d/19ldq9K8Ylnmhd8RU3qeUImUA-GtZ3f9S/view?usp=sharing,06-07-2024,Dukungan Pengembangan dan Kerja Sama Kegiatan Pengabdian pada Masyarakat,KELURAHAN KEDAMIN HULU
8458/PL16/KS/2024,15-08-2024,https://drive.google.com/file/d/18Yzrv4pm16XhKRLcLtueDLPIgbFEwwoa/view?usp=sharing,15-08-2024,Pengabdian pada Masyarakat,MA KHULAFAUR RASYIDIN
8482/PL16/KS/2024,01-08-2024,https://drive.google.com/file/d/18It-8ls56TvDLpn5TJJAY3H49aRg1MZw/view?usp=sharing,01-08-2024,Pelaksanaan Program Pengabdian pada Masyarakat Bagan Apung,KELOMPOK TANI BOER ANAM
8836/PL16/KS/2024 (2),16-08-2024,https://drive.google.com/file/d/1A6Kabq9s9mBcHMaHhA3_UKQVEvkS7WcG/view?usp=sharing,16-08-2024,Sosialisasi Aplikasi SPION (Sistem Pembukuan UMKM Online) bagi Pelaku UMKM,PEMERINTAH DESA SUNGAI RAYA
